Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Effective Month,Effective Year,Current Month,Current Year,Associated with Combined Heat and Power System,Sector Name,Sector,Previously Canceled,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,GT3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,161.9,0.850,104.7,105.8,P,11,2017,4,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,GT4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,161.9,0.850,104.7,105.8,P,12,2017,4,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,GT5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,161.9,0.850,104.7,105.8,U,2,2018,2,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,GT6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,161.9,0.850,104.7,105.8,U,3,2018,1,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,GT7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,161.9,0.850,104.7,105.8,U,4,2018,1,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
14354,PacifiCorp,299,Blundell,UT,Beaver,3,Geothermal,ST,,S,X,X,,,30.0, ,35.0,35.0,P,12,2010,12,2019,N,Electric Utility,1,,GEO,,,,,, ,,,,,,,,N,,N,,
22148,AES Alamitos LLC,315,AES Alamitos LLC,CA,Los Angeles,1A,Natural Gas Fired Combined Cycle,CT,,S,N,N,ALMIT CTG1A B1,ALMIT CTG1A B1,231.0, ,226.0,235.0,U,4,2020,4,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,N,,,N,N,N,N,N
22148,AES Alamitos LLC,315,AES Alamitos LLC,CA,Los Angeles,1B,Natural Gas Fired Combined Cycle,CT,,S,N,N,ALMIT CTG1B B1,ALMIT CTG1B B1,231.0, ,226.0,235.0,U,4,2020,4,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
22148,AES Alamitos LLC,315,AES Alamitos LLC,CA,Los Angeles,1S,Natural Gas Fired Combined Cycle,CA,,S,N,X,ALMITSTG1S B1,ALMITSTG1S B1,231.0, ,192.0,211.0,U,4,2020,4,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
23693,AES Huntington Beach LLC,335,AES Huntington Beach LLC,CA,Orange,1A,Natural Gas Fired Combined Cycle,CT,,S,N,N,HUNT_CTG 1A,HUNT_CTG 1A,231.0, ,226.0,235.0,U,3,2020,3,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
23693,AES Huntington Beach LLC,335,AES Huntington Beach LLC,CA,Orange,1B,Natural Gas Fired Combined Cycle,CT,,S,N,N,HUNT CTG 1B,HUNT CTG 1B,231.0, ,226.0,235.0,U,3,2020,3,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
23693,AES Huntington Beach LLC,335,AES Huntington Beach LLC,CA,Orange,1S,Natural Gas Fired Combined Cycle,CA,,S,N,X,HUNT STG 1S,HUNT STG 1S,231.0, ,192.0,211.0,U,3,2020,3,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,8,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,230.0, ,218.0,218.0,P,12,2020,12,2020,N,Electric Utility,1,N,NG,OG,,,,, ,,,,,,,,N,,U,,N
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,9,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,116.0, ,110.0,110.0,P,12,2020,12,2020,N,Electric Utility,1,N,NG,OG,,,,, ,,,,,,,,N,,U,,N
16534,Sacramento Municipal Util Dist,435,White Rock/Slab Creek,CA,El Dorado,H3,Conventional Hydroelectric,HY,,S,X,X,,,2.7,0.950,2.7,2.7,U,1,2018,8,2019,N,Electric Utility,1,N,WAT,,,,,, ,,,,,,,,N,N,N,,
15452,PSEG Power Connecticut LLC,568,Bridgeport Station,CT,Fairfield,501,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,375.7, ,375.7,375.7,V,6,2019,6,2019,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,U,,
15452,PSEG Power Connecticut LLC,568,Bridgeport Station,CT,Fairfield,502,Natural Gas Fired Combined Cycle,CA,CC1,S,,X,,,200.6, ,200.6,200.6,V,6,2019,6,2019,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,U,,
6455,"Duke Energy Florida, LLC",628,Crystal River,FL,Citrus,1GTA,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,310.3,0.850,251.7,293.8,V,5,2018,9,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
6455,"Duke Energy Florida, LLC",628,Crystal River,FL,Citrus,1GTB,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,310.3,0.850,251.7,293.8,V,5,2018,9,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
6455,"Duke Energy Florida, LLC",628,Crystal River,FL,Citrus,2GTA,Natural Gas Fired Combined Cycle,CT,CC2,S,X,N,,,310.3,0.850,251.7,293.8,V,10,2018,12,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
6455,"Duke Energy Florida, LLC",628,Crystal River,FL,Citrus,2GTB,Natural Gas Fired Combined Cycle,CT,CC2,S,X,N,,,310.3,0.850,251.7,293.8,V,10,2018,12,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
6455,"Duke Energy Florida, LLC",628,Crystal River,FL,Citrus,CC1ST,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,364.7,0.850,316.7,322.4,V,5,2018,9,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
6455,"Duke Energy Florida, LLC",628,Crystal River,FL,Citrus,CC2ST,Natural Gas Fired Combined Cycle,CA,CC2,S,Y,X,,,364.7,0.850,316.7,322.4,V,10,2018,12,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,GT5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,392.0, ,360.0,392.0,P,6,2021,6,2021,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,U,N
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,GT6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,392.0, ,360.0,392.0,P,6,2021,6,2021,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,N,N,N,U,N
7140,Georgia Power Co,649,Vogtle,GA,Burke,3,Nuclear,ST,,J,X,X,,,"1,100.0",0.900,"1,100.0","1,100.0",U,4,2016,11,2021,N,Electric Utility,1,N,NUC,,,,,, ,,,,,,,,N,,N,N,N
7140,Georgia Power Co,649,Vogtle,GA,Burke,4,Nuclear,ST,,J,X,X,,,"1,100.0",0.900,"1,100.0","1,100.0",U,4,2017,11,2021,N,Electric Utility,1,N,NUC,,,,,, ,,,,,,,,N,,N,N,N
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,IC1,Natural Gas Internal Combustion Engine,IC,,S,X,X,N/A,N/A,18.8,0.850,18.5,18.5,U,12,2018,1,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,IC2,Natural Gas Internal Combustion Engine,IC,,S,X,X,N/A,N/A,18.8,0.850,18.5,18.5,U,12,2018,1,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,IC3,Natural Gas Internal Combustion Engine,IC,,S,X,X,N/A,N/A,18.8,0.850,18.5,18.5,U,12,2018,1,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,IC4,Natural Gas Internal Combustion Engine,IC,,S,X,X,N/A,N/A,18.8,0.850,18.5,18.5,U,12,2018,1,2019,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
3037,City of Carlyle - (IL),936,Carlyle,IL,Clinton,11,Petroleum Liquids,IC,,S,X,X,,,2.8,0.800,2.8,2.8,P,8,2018,10,2018,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,N,,N,,
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),IN,Morgan,GT1,Natural Gas Fired Combined Cycle,CT,EGVS,S,X,Y,,,207.0,0.850,207.0,207.0,TS,12,2017,4,2018,N,Electric Utility,1,,NG,,,,,, ,,,,,,,,N,N,N,,N
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),IN,Morgan,GT2,Natural Gas Fired Combined Cycle,CT,EGVS,S,X,Y,,,207.0,0.850,207.0,207.0,TS,12,2017,4,2018,N,Electric Utility,1,,NG,,,,,, ,,,,,,,,N,N,N,,N
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),IN,Morgan,STG1,Natural Gas Fired Combined Cycle,CA,EGVS,S,Y,X,,,230.0,0.850,230.0,230.0,V,2,2018,4,2018,N,Electric Utility,1,,NG,,,,,, ,,,,,,,,N,N,N,,N
21461,NRG Canal LLC,1599,Canal,MA,Barnstable,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,330.0, ,330.0,330.0,P,6,2019,6,2019,N,IPP Non-CHP,2,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,
13206,Nantucket Electric Co,1615,Nantucket,MA,Nantucket,18,Petroleum Liquids,GT,,W,X,X,,,15.4,0.800,13.5,15.4,U,1,2019,3,2019,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
13206,Nantucket Electric Co,1615,Nantucket,MA,Nantucket,19,Petroleum Liquids,IC,,W,X,X,,,0.8,0.800,0.8,0.8,U,1,2019,3,2019,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
14605,City of Peabody - (MA),1678,Waters River,MA,Essex,3,Natural Gas Fired Combustion Turbine,GT,,J,X,X,,,60.0, ,55.0,60.0,P,5,2021,5,2021,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,N,N,Y,Y,N
13781,Northern States Power Co - Minnesota,1904,Black Dog,MN,Dakota,6-1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,NSP.BLKDO6,NSP BLK_DOG BLK_DO_6_UNIT,238.0,0.850,215.0,238.0,V,3,2018,4,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
13902,NorthWestern Energy,2185,Hauser,MT,Lewis and Clark,HAU7,Conventional Hydroelectric,HY,,S,X,X,,,3.5,0.900,3.4,3.4,P,12,2018,12,2018,N,Electric Utility,1,N,WAT,,,,,, ,,,,,,,,,,,,
6175,City of Falls City - (NE),2237,Falls City,NE,Richardson,9,Natural Gas Internal Combustion Engine,IC,,S,X,X,MEAN FCU OPPD,MEAN FCU OPPD,9.3,0.800,9.3,9.3,V,6,2017,8,2018,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
55768,RC Cape May Holdings LLC,2378,B L England,NJ,Cape May,4,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,321.0,0.850,282.0,321.0,T,6,2016,5,2020,N,IPP Non-CHP,2,N,NG,DFO,,,,,1,,,,,,,,N,N,Y,Y,N
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,Salem,CT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,AA1-108,AA1-108,242.0,0.850,235.0,241.5,L,6,2019,12,2021,N,IPP Non-CHP,2,N,NG,DFO,,,,, ,,,,,,,,N,N,Y,Y,N
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,Salem,ST1,Natural Gas Steam Turbine,ST,,S,X,X,AA1-108,AA1-108,214.0,0.850,198.5,198.5,L,6,2019,12,2021,N,IPP Non-CHP,2,N,NG,DFO,,,,, ,,,,,,,,N,N,Y,Y,N
15147,PSEG Fossil LLC,2411,PSEG Sewaren Generating Station,NJ,Middlesex,701,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,430.0,0.850,321.0,321.0,V,6,2018,6,2018,N,IPP Non-CHP,2,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
15147,PSEG Fossil LLC,2411,PSEG Sewaren Generating Station,NJ,Middlesex,702,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,287.0,0.850,219.0,219.0,V,6,2018,6,2018,N,IPP Non-CHP,2,N,NG,DFO,,,,, ,,,,,,,,N,N,N,N,N
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,SS,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,93.0, ,90.0,95.0,T,6,2010,6,2020,N,IPP Non-CHP,2,N,NG,DFO,,,,, ,,,,,,,,N,,Y,Y,N
3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,CT5,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,191.2,0.850,191.2,191.2,P,11,2019,11,2019,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,CT7,Natural Gas Fired Combined Cycle,CT,CC2,S,X,Y,,,191.2,0.850,191.2,191.2,P,11,2019,11,2019,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,ST6,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,102.0,0.850,102.0,102.0,P,11,2019,11,2019,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,ST8,Natural Gas Fired Combined Cycle,CA,CC2,S,Y,X,,,102.0,0.850,102.0,102.0,P,11,2019,11,2019,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,CT11,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,243.0,0.850,230.0,240.0,V,11,2017,4,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,CT12,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,243.0,0.850,230.0,240.0,V,11,2017,4,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,ST10,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,362.0,0.850,293.0,303.0,V,11,2017,4,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
18642,Tennessee Valley Authority,3393,Allen,TN,Shelby,CTG1,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,347.0,0.850,311.9,330.3,U,6,2018,4,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
18642,Tennessee Valley Authority,3393,Allen,TN,Shelby,CTG2,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,347.0,0.850,311.9,330.3,U,6,2018,4,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
18642,Tennessee Valley Authority,3393,Allen,TN,Shelby,STG1,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,476.9,0.850,428.3,453.5,U,6,2018,4,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,CT1,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,235.5,0.850,224.9,232.0,L,6,2019,6,2022,N,IPP Non-CHP,2,N,NG,,,,,,1,,,,,,,,,,N,N,N
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,CT2,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,235.5,0.850,224.9,232.0,L,6,2019,6,2022,N,IPP Non-CHP,2,N,NG,,,,,,1,,,,,,,,,,N,N,N
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,ST1,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,382.5,0.850,344.4,330.6,L,6,2019,6,2022,N,IPP Non-CHP,2,N,NG,,,,,,1,,,,,,,,,,N,N,N
55983,Luminant Generation Company LLC,3502,Lake Creek,TX,McLennan,CT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,235.5, ,207.0,230.0,U,6,2018,6,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
55983,Luminant Generation Company LLC,3506,Tradinghouse,TX,McLennan,CT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,235.5,0.850,207.0,230.0,U,6,2018,6,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
55983,Luminant Generation Company LLC,3506,Tradinghouse,TX,McLennan,CT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,235.5,0.850,207.0,230.0,U,6,2018,6,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
14624,PUD No 2 of Grant County,3888,Wanapum,WA,Grant,4A,Conventional Hydroelectric,HY,,S,X,X,,,122.0, ,122.0,122.0,P,2,2017,7,2020,N,Electric Utility,1,N,WAT,,,,,, ,,,,,,,,,,,,
14624,PUD No 2 of Grant County,3888,Wanapum,WA,Grant,8A,Conventional Hydroelectric,HY,,S,X,X,,,122.0, ,122.0,122.0,U,8,2014,12,2018,N,Electric Utility,1,N,WAT,,,,,, ,,,,,,,,,,,,
221,"Alaska Village Elec Coop, Inc",6319,Hooper Bay,AK,Bethel,3B,Petroleum Liquids,IC,,S,X,X,,,0.4,0.900,0.4,0.4,T,1,2018,4,2018,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,N,N
1857,Block Island Power Co,6567,Block Island,RI,Washington,27,Petroleum Liquids,IC,,S,X,X,,,2.5,0.800,2.5,2.5,T,6,2018,6,2018,N,Electric Utility,1,,DFO,,,,,, ,,,,,,,,N,N,N,N,N
16873,City of Sebewaing - (MI),7806,Pine Street,MI,Huron,7,Natural Gas Internal Combustion Engine,IC,,S,X,X,SEBE,SEBE,4.4,0.950,4.4,4.4,T,10,2018,11,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
16873,City of Sebewaing - (MI),7806,Pine Street,MI,Huron,8,Natural Gas Internal Combustion Engine,IC,,S,X,X,SEBE,SEBE,3.3,0.950,3.3,3.3,T,10,2018,11,2018,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
55983,Luminant Generation Company LLC,8063,DeCordova Steam Electric Station,TX,Hood,CT5,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,235.5,0.850,207.0,230.0,U,6,2018,6,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
55983,Luminant Generation Company LLC,8063,DeCordova Steam Electric Station,TX,Hood,CT6,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,235.5,0.850,207.0,230.0,U,6,2018,6,2020,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
18947,City of Tipton - (IA),8106,Tipton,IA,Cedar,7,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,2.0,2.0,V,10,2016,8,2018,N,Electric Utility,1,,DFO,,,,,, ,,,,,,,,,N,N,,N
54769,INEOS USA LLC,10154,Power Island,TX,Brazoria,GEN2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50.0,0.850,50.0,50.0,U,12,2018,4,2019,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,,,N,,N
54769,INEOS USA LLC,10154,Power Island,TX,Brazoria,GEN3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50.0,0.850,50.0,50.0,U,12,2018,4,2019,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,,,N,,N
11161,Loma Linda University,10206,Loma Linda University Cogen,CA,San Bernardino,GEN5,Petroleum Liquids,IC,,S,X,X,,,1.0,0.800,1.0,1.0,P,4,2018,7,2018,N,Commercial CHP,5,N,DFO,,,,,, ,,,,,,,,N,N,N,,
49846,Covanta Honolulu Resource Recovery,10334,H Power,HI,Honolulu,PV1,Solar Photovoltaic,PV,,W,X,X,,,2.1, ,2.1,2.1,P,6,2020,6,2020,N,Commercial Non-CHP,4,N,SUN,,,,,, ,,,,,,,,,,N,,
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,TX,Calhoun,3ST1,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,40.0,0.850,38.0,40.0,U,12,2019,12,2019,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,,,N,N,N
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,TX,Calhoun,3TBG1,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,102.0,0.850,97.0,102.0,U,12,2019,12,2019,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,TX,Calhoun,3TBG2,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,102.0,0.850,97.0,102.0,U,12,2019,12,2019,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
2782,Terra-Gen Operating Company,10681,Dixie Valley Power Partnership,NV,Churchill,GEN1,Geothermal,ST,,S,X,X,,,28.0, ,25.0,25.5,P,1,2003,12,2020,N,IPP Non-CHP,2,N,GEO,,,,,, ,,,,,,,,N,,N,N,N
16191,Robbins Lumber Inc,50230,Robbins Lumber,ME,Waldo,WEG,Wood/Wood Waste Biomass,ST,,S,X,X,,,10.0,0.850,8.5,8.5,U,8,2018,9,2018,Y,Industrial CHP,7,N,WDS,OBS,,,,, ,,,,,,,,N,N,N,N,N
7019,Gay & Robinson Inc,50333,Gay Robinson,HI,Kauai,HYD3,Conventional Hydroelectric,HY,,S,X,X,,,6.5,0.900,6.5,6.5,V,10,2018,10,2018,N,Industrial Non-CHP,6,N,WAT,,,,,, ,,,,,,,,,,,,
19564,University of Notre Dame,50366,University of Notre Dame,IN,St Joseph,GT1,Natural Gas Fired Combustion Turbine,GT,,S,Y,X,,,5.4,0.800,5.6,4.7,L,5,2019,5,2019,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
19564,University of Notre Dame,50366,University of Notre Dame,IN,St Joseph,GT2,Natural Gas Fired Combustion Turbine,GT,,S,Y,X,,,5.4,0.800,5.6,4.7,L,5,2019,5,2019,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,N,N,N,,N
19511,University of Alaska,50711,University of Alaska Fairbanks,AK,Fairbanks North Star,GEN5,Conventional Steam Coal,ST,,S,X,X,,,17.0,0.940,17.0,17.0,V,6,2018,12,2018,Y,Commercial CHP,5,N,SUB,DFO,NG,,,, ,Y,N,N,N,Y,,,N,N,Y,N,Y
18414,TES Filer City Station LP,50835,TES Filer City Station,MI,Manistee,GEN2,Natural Gas Fired Combined Cycle,CT,,J,X,N,cons.filercity,MISO,253.0,0.850,228.0,253.0,P,6,2020,6,2020,N,IPP CHP,3,N,NG,,,,,, ,,,,,N,,,N,N,N,N,N
5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,Hanover,GEN8,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,187.0,0.900,150.0,180.0,V,3,2018,3,2018,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,Hanover,GEN9,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,187.0,0.900,150.0,180.0,V,3,2018,4,2018,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
13484,New York Methodist Hospital,52091,New York Methodist Hospital,NY,Kings,CCHEG,Petroleum Liquids,IC,,S,X,X,,,1.5,0.800,1.5,1.5,P,11,2018,11,2018,N,IPP Non-CHP,2,,DFO,,,,,, ,,,,,,,,,,N,,
17164,Sierra Pacific Industries Inc,54517,Sierra Pacific Sonora,CA,Tuolumne,GEN3,Wood/Wood Waste Biomass,ST,,S,X,X,,,7.5,0.800,6.0,6.4,V,4,2018,4,2018,N,Industrial CHP,7,N,WDS,DFO,,,,, ,,,,,,,,,,Y,,
49748,"ORCAL Geothermal, Inc",54689,Heber Geothermal,CA,Imperial,4,Geothermal,BT,,W,X,X,,,19.0,0.800,16.0,17.5,TS,1,2018,1,2018,N,IPP Non-CHP,2,,GEO,,,,,, ,,,,,,,,,,,,
19539,University of Iowa,54775,University of Iowa Main Power Plant,IA,Johnson,GEN12,Natural Gas Steam Turbine,ST,,S,X,X,,,5.8, ,5.8,5.8,L,9,2019,9,2019,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,N,N
19539,University of Iowa,54775,University of Iowa Main Power Plant,IA,Johnson,GEN13,Natural Gas Steam Turbine,ST,,S,X,X,,,10.0, ,10.0,10.0,L,9,2019,9,2019,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,N,N
2719,CalWind Resources Inc,54909,Tehachapi Wind Resource II,CA,Kern,PLAN,Onshore Wind Turbine,WT,,S,X,X,,,15.5, ,15.5,15.5,P,12,2007,1,2024,N,IPP Non-CHP,2,N,WND,,,,,,10,,,,,,,,N,N,N,,
5199,Devon Energy Production Co,55278,Beaver Creek Gas Plant,WY,Fremont,STG-1,All Other,ST,,S,X,X,,,0.9,1.000,0.9,0.9,V,10,2017,8,2018,N,Industrial CHP,7,N,WH,,,,,, ,,,,,,,,,,N,N,N
11664,Mark Technologies Corp,55352,Alta Mesa Project Phase IV,CA,Riverside,GEN1,Onshore Wind Turbine,WT,,S,X,X,,,40.0, ,40.0,40.0,U,10,2001,12,2018,N,IPP Non-CHP,2,N,WND,,,,,,19,,,,,,,,N,,,,
19316,Two Elk Generation Partners LP,55360,Two Elk Generating Station,WY,Campbell,GEN1,Conventional Steam Coal,ST,,S,X,X,,,320.0, ,275.0,275.0,U,9,2003,12,2020,N,IPP Non-CHP,2,N,WC,SUB,,,,, ,,Y,,,Y,,,N,,N,N,N
